Timestamp,Plant_ID,Soil_Moisture,Ambient_Temperature,Soil_Temperature,Humidity,Light_Intensity,Soil_pH,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Chlorophyll_Content,Electrochemical_Signal,Plant_Health_Status,rainfall,label,Soil_Type,Crop1,Crop2,Crop3
54:53.4,3.0,30.60028342,26.71999101,18.07611105,65.41103576,987.2998063,5.957177415,35.1861197,23.31155656,19.36839395,39.29747149,0.638909072,Healthy,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,3.0,21.84184227,26.41706267,17.55700129,40.69675525,987.2083033,6.792928697,30.78641738,49.71871083,31.39140255,20.0350688,1.086175286,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,3.0,15.26081614,26.74095905,23.90402294,65.74063985,325.961494,6.468321416,15.92541307,43.80345319,49.13871189,22.05206237,1.64351402,High Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,3.0,19.46967022,22.21269757,21.46883855,66.12251861,705.6225895,6.494608455,40.58307339,29.63247832,14.83443781,31.1108834,1.533765072,High Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,3.0,29.46610142,21.70366332,16.83770601,62.31537439,572.7545817,6.768464636,49.86062326,25.09673803,15.26987615,25.81648891,0.643737384,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,3.0,39.34961791,24.10758414,16.24623236,49.62304774,944.8335248,7.276721973,23.07004392,19.60193651,35.0118359,31.36956725,1.270088976,Healthy,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,3.0,34.61439073,21.79769173,23.66527211,46.52277292,693.1340472,7.305798206,18.11133019,25.49832227,10.22336293,35.44905622,1.405540863,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,3.0,17.08190212,27.58928066,23.58426738,61.35127882,999.1524446,5.831114294,48.83527997,13.75494357,43.99323992,29.35023103,0.479020772,High Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,3.0,37.78824651,21.3449958,15.61755856,68.84648404,235.7036549,6.462079663,31.34638295,47.30711031,46.66448466,36.17708344,1.000035758,Healthy,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,3.0,20.33051753,24.39747095,18.15414271,44.1982646,973.4294479,5.744313388,34.21185181,42.39573385,10.13861589,21.35182951,0.612417029,Moderate Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,3.0,10.97549588,27.40448865,20.69852045,61.47788866,953.5242794,7.040825068,30.81233766,41.52529172,12.88978798,42.15782387,0.164827813,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,3.0,33.88816079,23.37964779,18.68620423,52.32446136,409.4296407,6.05532873,42.61886855,22.43651961,28.11649271,41.85258666,1.788021157,Healthy,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,3.0,16.58795707,23.36978239,15.44009467,52.15638903,920.4244655,6.256300028,46.90608065,46.02008192,17.86221308,41.12225097,0.749970782,High Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,3.0,13.672978,26.69142956,15.94668913,62.0838153,828.866799,5.639160498,46.62292523,37.88825774,30.33737961,23.97843652,0.992278602,High Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,3.0,34.09510019,20.74993025,18.32903185,44.88951957,348.1821495,5.93887681,24.56815786,12.05088917,28.11881187,37.34983635,1.592207773,Healthy,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,3.0,22.80868678,26.44364261,17.21499544,67.78201111,555.9594377,6.508305818,39.84229847,32.70364248,29.83438169,44.65142858,0.306267469,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,3.0,30.89634323,26.48001031,24.87382385,62.17147943,386.4555613,7.193811993,23.55196145,10.98592149,46.17563071,33.38977857,0.436456608,Healthy,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,3.0,23.26916974,28.03934023,23.60653777,48.53982908,277.2811299,7.415283068,10.4712151,14.19073189,27.58200804,26.96569145,1.420132497,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,3.0,32.33877638,20.18555607,21.17553844,54.62268269,992.4133654,6.626346941,12.77424823,22.13431284,27.3818926,38.97962369,1.645008617,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,3.0,39.95439919,19.90842067,24.7441523,58.88490895,761.5879821,6.650325164,18.23533859,11.20284011,39.66180788,35.65763957,0.317305505,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,3.0,27.31329827,24.8975828,24.33709446,45.77758384,214.4706446,7.444837348,39.06397735,34.29819682,46.35915797,32.55957578,0.288449641,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,3.0,39.09941643,19.1383932,16.9904371,67.09234007,702.6202504,6.813647765,25.12436182,16.29631788,46.52521215,47.97040964,1.003312442,Healthy,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,3.0,35.20212818,18.73040961,20.40657669,61.36656944,787.0324528,6.917217246,37.67862582,21.99797383,29.95000089,37.60823979,1.561843466,Healthy,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,3.0,20.61237778,25.27649655,15.31347931,53.37679005,449.9381138,6.817258699,47.51332396,32.53360681,39.10141879,47.93791858,1.302865212,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,3.0,14.39975903,21.02854376,20.41243829,53.85686474,590.7270823,6.813903955,38.41211301,24.54609818,17.73556345,22.26017831,0.782687799,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,3.0,12.2916475,23.79255449,23.00095175,47.87400083,501.1233967,5.675323462,22.58340897,28.54736074,42.52628394,30.83298878,0.147261804,High Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,3.0,22.52595924,20.13582811,15.64346414,47.26176435,978.3417255,6.823394987,31.88081851,42.83351849,26.06246402,32.77274594,0.578323758,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,3.0,24.79805178,21.41335568,22.59435473,44.89819429,742.2742782,6.445609684,10.83702412,15.2961536,42.09731545,36.82204444,1.036109602,High Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,3.0,28.99816625,27.54991624,15.00371007,63.23790663,485.8037123,6.565342243,48.21086795,17.8755643,18.67665364,40.33694867,0.706616854,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,3.0,34.95112669,28.47002833,22.04954498,41.71327834,296.4853745,7.106396758,33.63868531,24.49339177,24.19851326,31.57256713,0.755031659,Healthy,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,3.0,23.47025439,22.37888837,15.22816561,52.41826176,232.5589313,7.405532814,46.62858755,49.83005208,42.2407172,36.59646429,1.52928683,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,3.0,14.03736422,18.87752483,19.0238578,61.92883527,699.5096374,7.374434759,15.23928851,29.35994347,19.82209514,43.04283404,1.255005817,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,3.0,19.07964594,25.81007306,16.95921026,46.46374726,875.4478597,7.40063171,14.93537159,33.86334052,37.01927014,41.33215956,1.02620865,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,3.0,33.4691449,20.71390516,24.3302139,68.46334941,741.8921643,5.731429359,29.4881138,43.98035947,40.94049779,44.39970201,1.08175953,Healthy,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,3.0,18.96316067,27.73585924,23.97844383,53.72079371,809.2515945,6.510992368,22.82414078,45.59555399,48.17557629,23.9105918,1.20007133,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,3.0,18.75771796,27.35337862,24.03801331,57.34366973,678.8443127,5.523255647,20.85830012,16.37561762,46.57102529,27.68377959,1.953270259,High Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,3.0,38.62450164,24.34122072,23.3613803,60.78536829,387.3174932,6.666973787,23.6738709,49.95870653,38.32810125,40.72088968,1.142144201,Healthy,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,3.0,12.2265143,21.83651448,23.75360844,43.79997011,981.9480794,5.633357255,33.39942498,11.28906704,40.13652256,48.69677474,0.571560079,High Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,3.0,32.82109022,25.81736044,22.06886535,55.70589945,380.7727629,6.240675521,28.98119582,16.75707377,18.23942417,27.57110655,0.281582143,Healthy,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,3.0,28.9823813,29.3750884,17.08336948,40.51156787,403.8401831,7.23983146,48.88797826,33.72713349,19.95345964,48.59191362,1.848581964,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,3.0,35.79074811,18.97002125,19.42337225,48.03197537,372.2476498,6.255581934,37.23918005,10.35775618,31.34464502,40.81687644,1.020133496,Healthy,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,3.0,32.61385001,25.01977516,23.26550153,57.26775328,309.2102623,5.827910509,40.14308129,32.98997477,10.12997177,22.19574042,0.864970525,Healthy,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,3.0,11.8302533,28.04630199,24.07063374,68.37938744,226.9010938,6.913800272,37.52776647,33.30191023,16.26847024,38.01455588,1.596346748,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,3.0,24.82140469,19.50158017,17.29917659,63.28953424,440.3021526,5.569604569,40.82936257,27.38025858,15.2447216,41.31352623,1.711082175,Moderate Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,3.0,31.44984421,28.08552013,18.27984285,56.93752677,285.4107578,5.781610503,36.45315769,31.04693593,48.9409069,24.82692053,0.35730613,Healthy,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,3.0,35.49753552,29.31392514,20.49612312,69.43580464,281.7655491,7.206702432,46.28037317,36.88596775,49.98194528,41.28871338,1.646932659,Healthy,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,3.0,33.53571566,27.22152298,22.01075927,55.28664223,616.4081724,7.346427275,42.48680932,49.48573487,24.53714058,25.16978372,1.296139485,Healthy,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,3.0,19.86564054,27.64777274,19.62705265,55.73096063,472.6943274,7.303716011,12.50908004,29.57815257,20.26795813,27.52113188,1.745996042,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,3.0,13.95495909,27.91992615,20.23143803,45.71553696,350.0429397,7.238331714,18.89422088,27.97818002,20.61576363,48.79781086,0.122833996,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,3.0,23.27682513,28.41519935,15.40485365,46.34566521,425.2526907,5.808106486,49.18610002,24.64686004,32.97337643,20.69467382,1.275296563,Moderate Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,3.0,32.36575029,27.90747843,15.44658953,56.90226311,510.3915511,6.210212086,32.09583294,31.38795346,35.14493371,27.79410055,0.271106274,Healthy,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,3.0,23.12992334,20.82752103,19.95819513,65.13944817,649.3244861,6.115909165,20.06675553,18.76570044,43.16796096,31.72610952,0.720678323,Moderate Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,3.0,16.36437882,29.03653227,16.42925499,67.1770364,547.2956363,6.277827639,20.58699887,36.08850186,18.86509942,38.26801816,0.464011502,High Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,3.0,39.56519589,24.97874944,16.02895662,42.87212693,673.5058324,5.743272881,28.21125967,43.5680683,44.08022501,30.5769739,0.452686811,Healthy,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,3.0,18.51737485,27.89766438,16.68134052,44.63365491,436.3156733,7.15718979,26.12783862,10.05585892,17.97878367,28.54495895,1.30535642,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,3.0,35.84290819,29.18305565,17.29678193,53.21652382,483.8859989,7.038501701,14.40052106,48.08709251,12.7449517,46.47681287,0.860010506,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,3.0,36.52879219,18.57102753,24.2185524,44.8558519,634.4387802,5.612742948,38.35093557,47.61287804,40.63504531,30.52739375,0.347860834,Healthy,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,3.0,13.99293899,21.89245462,16.97172458,52.06247153,919.8311045,6.893573146,28.52969082,12.72145879,41.78941971,28.72082585,1.182917642,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,3.0,35.45906518,28.11379951,20.78137087,51.79635244,820.6184255,5.657311642,45.67575289,23.90413845,49.61072802,23.02979442,1.70184663,Healthy,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,3.0,18.95631776,21.963611,18.84530472,44.25247978,786.9776068,7.034038362,16.75635505,26.98082567,13.42462833,26.95678048,1.153228956,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,3.0,28.78009903,21.55320098,22.65896637,65.86910224,534.9917879,6.271037523,19.31104341,41.01342782,39.55307753,24.49954708,0.903813786,Moderate Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,4.0,32.51644279,26.85251127,23.11276614,47.47378886,839.6132084,5.683162103,43.37790817,40.89900085,33.88030545,49.08267532,1.943406118,Healthy,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,4.0,11.99584653,24.25770688,23.74298364,67.35296968,549.6048535,6.220458817,23.41769411,22.37428221,10.03039753,28.19043473,0.519152449,High Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,4.0,25.16119122,21.05296476,23.89919327,43.21440263,802.8853119,6.714822073,32.60994468,22.67180409,43.32519574,30.77658637,1.57419489,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,4.0,32.82756217,26.54367634,17.104036,67.00301229,761.9370904,5.899486099,41.75308929,39.92472583,45.70418038,49.44366783,1.783099285,Healthy,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,4.0,22.53352316,25.1486147,19.44322548,65.17070672,750.651528,7.132284269,23.34650243,48.20488245,24.26316645,44.51181079,0.811755219,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,4.0,39.93675092,23.10314768,16.4613818,53.3373175,486.3478319,5.821070194,25.68720174,21.47822839,41.09131036,28.98150087,1.026632826,Healthy,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,4.0,25.41955309,24.66055717,21.33129548,41.23910696,375.4558685,6.87015801,42.28391952,46.26188182,32.82894051,22.96010501,0.556736341,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,4.0,37.31688961,25.15360061,22.76079428,50.07179328,874.7820676,6.026863232,16.62844364,28.42061333,32.44636094,24.16518524,1.357899694,Moderate Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,4.0,32.67039646,21.00152671,18.55887587,67.34102231,306.3670063,6.693093561,12.85462856,32.56478323,30.46448425,34.74398608,1.745599316,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,4.0,24.44315471,29.31275703,16.4697622,62.18416232,583.051157,6.248055114,48.24632594,26.32060729,36.77112663,43.17369959,1.590747106,Moderate Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,4.0,26.32622006,24.88546968,18.25061081,50.07145418,769.3603529,7.167154779,41.92058348,20.81575217,16.42876656,45.69136123,0.277303014,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,4.0,23.30321478,27.59567029,20.35671244,47.07283545,534.50279,6.477866196,34.40270033,26.44980868,22.14954764,29.51008322,0.559273858,Moderate Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,4.0,38.18522316,19.99070452,24.8284881,57.87174319,588.7554879,6.869011963,16.79113722,23.28977907,33.36105645,27.03880158,0.655163203,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,4.0,18.14834742,26.00895716,17.54419264,40.41897592,501.1502018,6.873819152,15.2296919,48.63977358,48.83568559,28.91233208,1.679294508,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,4.0,38.29549747,28.81944176,16.0600775,54.32717962,742.0514093,6.528736364,30.03496197,17.1873526,23.11825382,37.89939356,0.715982107,Healthy,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,4.0,30.57240455,19.94939518,17.14541588,67.89806399,991.2418266,7.212862912,28.85703208,39.58899809,12.88663481,30.14456837,1.276669054,Healthy,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,4.0,28.69650608,26.16075916,23.12644211,63.79066412,690.8447398,5.530083926,32.4193989,16.89292327,38.02826076,21.02506251,0.603892826,Moderate Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,4.0,22.81683011,20.35544212,15.88969959,48.59014873,920.2114786,6.409385629,35.96526309,25.53739709,22.14501626,39.55633233,0.1068846,Moderate Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,4.0,33.26339556,20.63104665,16.96779719,45.7198076,208.3443927,6.927090926,25.00694605,15.70055301,30.72398046,36.64744125,0.234616374,Healthy,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,4.0,13.20188878,18.21877068,21.31328889,40.99872032,819.1242799,7.334165018,31.02250101,47.48704776,31.98102966,39.66574891,1.624298551,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,4.0,30.97263726,27.30609239,23.5303933,51.10616844,465.6783755,6.84950318,43.17266019,18.93693273,49.37961764,47.92314902,0.456388422,Healthy,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,4.0,11.35654176,28.08755695,16.31611791,42.04916458,239.6920229,6.339062475,16.91677092,45.03849516,26.98489179,30.09788383,1.872033177,High Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,4.0,30.26102354,27.15701889,16.56829226,60.59087007,864.8935146,5.711976003,33.75306537,19.06844435,20.50921469,39.34446002,0.261982456,Healthy,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,4.0,37.41423506,28.65626405,16.46386857,54.64225143,422.2685321,7.260990865,15.00200071,32.92024762,28.69364714,30.20758472,1.309062011,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,4.0,10.89301132,22.53774251,23.7639194,62.78402949,246.4890035,7.25880678,18.58993176,12.91689597,21.56972268,28.71256355,0.450688056,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,4.0,39.87447771,21.58397071,18.5540057,46.25975795,362.7153091,5.71121476,43.54557513,37.64882473,17.56379502,25.84946102,0.965119146,Healthy,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,4.0,28.00383648,26.63364996,19.32181209,56.25114084,932.822492,6.704480254,30.82584903,30.9192944,30.5956009,37.86935052,0.386521433,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,4.0,30.29431089,23.04981472,20.01348942,64.56233472,818.3660748,5.587290959,19.59715374,23.28698506,35.99101818,43.38910183,0.122893445,Moderate Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,4.0,20.02501989,21.51501714,21.6700314,42.43276304,910.6730798,7.276166068,49.18656685,37.23478427,41.16656605,24.7768537,1.323151765,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,4.0,28.62413834,28.40608825,16.20351137,41.84502353,949.6360175,6.75396573,26.39595178,19.3671204,40.05071102,45.9759526,1.509963624,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,4.0,23.53844147,28.760922,24.32514301,40.02875752,725.8259163,6.050253442,41.92818857,29.83486099,47.35879971,32.70766775,1.551550779,Moderate Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,4.0,14.73309216,18.71374457,19.24863545,47.49653864,929.6105408,6.830884394,47.0837359,13.58969057,34.01581725,41.88603355,1.467872321,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,4.0,13.9000044,20.72158374,19.42299611,40.90022115,482.2862154,6.184213371,25.30388029,29.5867053,30.74895404,45.25235075,0.854304937,High Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,4.0,11.37081372,29.77528275,16.5715378,40.30793068,760.2962237,7.086261036,35.11482549,31.152899,26.22251967,21.58862788,0.227039113,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,4.0,24.68770217,21.7912343,23.39009616,69.0931758,685.8112121,6.434327623,30.0092489,30.96134259,13.93777168,35.57416933,0.042917058,Moderate Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,4.0,26.34042134,18.47767536,15.98555229,45.59476507,794.3956901,7.181256551,38.57663179,29.0253342,19.11542505,46.5252534,0.4908663,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,4.0,11.94587385,28.0830208,24.58021046,50.62789124,768.2204068,6.214604011,46.363573,44.67257557,38.58131534,48.09147089,1.79547927,High Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,4.0,17.04899691,18.73639727,16.89569402,68.61059388,391.6610548,6.813401088,47.26238708,30.45328715,36.76676214,37.54875614,0.127349967,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,4.0,37.63041392,19.11634186,24.44723757,66.45080399,560.8542357,6.339685061,27.43157132,20.91731384,32.64502826,34.43090956,1.29999631,Healthy,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,4.0,37.01401399,19.962002,17.55944295,62.86774039,959.9920023,6.609298217,43.56763273,15.13155383,29.43044662,47.07815246,1.380604733,Healthy,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,4.0,12.87138841,22.68175983,24.85403509,68.41766647,982.2794304,6.270543855,31.32328286,15.9700219,23.00144132,46.19385371,0.191233124,High Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,4.0,12.88462058,22.26520027,24.26421988,64.85568595,357.9764166,7.446982169,42.73207419,38.01555837,13.11621442,39.42731434,0.368488787,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,4.0,37.9780137,25.11550407,15.67862992,63.08883807,757.1416267,6.653999267,49.90706586,24.65329593,11.903892,24.78811424,0.922177419,Healthy,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,4.0,32.91679719,29.06190296,15.87678115,50.25464142,407.8464377,5.596808437,41.67966205,27.14648897,16.38861128,25.6327804,0.284037777,Healthy,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,4.0,16.47156797,22.52530287,16.23184395,61.5108885,387.7938077,7.424134936,17.49403077,12.7398432,20.31260778,45.37188331,0.517572043,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,4.0,39.49093795,26.35420487,23.09428781,69.6290835,557.369216,6.614126511,33.79269135,40.37697441,32.03073923,45.69258632,0.167275607,Healthy,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,4.0,39.61768624,21.68570564,15.10575197,63.92402784,387.6229214,7.343527747,20.33791262,39.7804737,34.72029311,49.43764372,1.938859384,Healthy,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,4.0,27.61801426,29.69044225,18.38045259,61.36910145,914.1211051,7.337270675,18.68320491,34.48843622,33.7474144,46.6219564,1.320831244,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,4.0,37.18982068,23.00274671,21.54205044,42.63072385,868.144031,6.384330528,28.95359455,47.2273746,38.39988074,22.81376058,1.76306351,Healthy,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,4.0,11.23035925,25.49103094,24.97925722,64.12830623,282.2047297,5.811107459,26.38887712,48.00543507,34.05503573,39.51252055,0.316697477,High Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,4.0,24.80073496,21.71423614,18.48095458,41.03327451,492.0335445,6.317833643,43.7460609,23.62171846,24.88102951,32.09486678,1.399629343,Moderate Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,4.0,30.52594829,26.3441571,18.09443011,50.51015243,576.0846909,5.745209787,24.06154213,36.41917638,46.3635117,29.16586659,0.970933155,Healthy,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,4.0,36.82661389,19.85194181,16.08583045,61.08587621,549.1903928,5.517240985,29.34672604,24.54074,26.82162298,27.11521194,1.036020768,Healthy,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,4.0,36.4519447,25.84183239,23.33221886,68.42305357,253.2020409,6.990269829,41.90907216,29.3463708,47.93128337,28.16238875,0.588145704,Healthy,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,4.0,30.44461805,21.45719059,20.76407082,47.56038435,762.2997549,7.189459464,32.30727905,11.63423689,28.7401363,48.05574874,1.103087398,Healthy,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,4.0,12.41564288,22.79851253,18.64432295,64.3378368,365.6505183,6.626475351,35.38250946,23.12020549,45.60623659,26.84861021,0.22909163,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,4.0,16.48879063,20.1034284,20.5526662,66.84882424,895.4617909,6.639735735,30.71889569,44.69010262,40.72511305,35.97627674,1.720136321,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,4.0,27.15131544,20.61604935,19.57658901,49.32101319,267.3287325,6.976016623,38.51850668,17.82390033,26.61633326,49.38152953,0.648938314,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,4.0,13.93617405,29.15945108,24.4777096,48.71404477,695.7104308,6.983423687,23.63779617,38.13983894,14.37938684,45.78893486,1.902123844,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,4.0,38.30826764,24.5548439,17.58720356,61.30975524,410.6067785,6.316853691,16.0230993,12.93004787,36.83881699,40.73554184,1.069350338,Moderate Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,4.0,30.59466513,21.57076091,22.64040933,64.56600481,524.4810753,6.460813063,15.94583751,49.75704165,39.46548199,31.4891119,0.924788289,Moderate Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,4.0,19.09896736,19.90293047,19.73900921,40.12125387,941.4652751,6.997463676,27.57015949,13.62791171,16.18900562,31.31502762,0.603168192,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,4.0,12.89833959,25.62167493,21.86009296,63.30705295,360.0651285,6.439136933,49.70791234,17.34034498,49.45038915,39.83133923,1.287281343,High Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,4.0,36.96423984,21.56832367,16.13992808,65.95136348,333.3277102,7.331855625,44.35397965,23.1211915,48.71810741,40.55639516,0.448838721,Healthy,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,4.0,27.53630225,22.97523675,18.39718293,61.4825011,577.1464317,7.110227712,13.52260371,49.85299962,23.41852421,25.55591724,1.766215748,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,4.0,16.29662399,18.11397333,19.33047038,65.89116544,307.9945554,5.637854988,32.60941626,35.45020664,39.43245548,38.61986882,1.55528727,High Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,4.0,23.93789224,24.42057373,17.48331663,60.85301969,467.8525828,6.688071852,41.76773394,19.46785007,42.8081188,35.10036442,1.729594243,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,4.0,30.13972508,29.76867559,21.72220564,46.63337806,712.784888,5.744080468,45.39992459,47.93375174,24.3765722,45.64698991,0.32383034,Healthy,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,4.0,11.96048423,18.47418212,19.77642505,60.88375427,604.1555572,5.816046173,26.08313153,34.35436124,35.10753597,38.82558456,0.367299562,High Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,4.0,11.62864421,18.1139026,18.06422221,53.72261938,833.0409075,6.836674261,41.89150249,19.23692349,17.29584892,28.92082385,1.576302806,High Stress,,,Neutral,Wheat,Barley,Sugarcane
